BEGIN_BASIC_INFO
  52  # num of atoms 
 156  # num of modes 
END_BASIC_INFO

BEGIN_DATA_1
  BEGIN_DESCRIPTION_1

                 2         2
                  2       2
                   2     2
               D2  |2   2
                   | 222
                   |  |
                   |  |
              1    |  | 1
               1   |  |1
                1  |  1
                 1 | 1  D1
                  111

    Q1 = S(1 <- 2) Q2 + D2
    Q1 = S2        Q2 + D2
    Q2 = S(2 <- 1) Q1 + D1
    Q2 = S1        Q1 + D1
    n              : index of mode, from 1 to 3n
    m              : index of mode, from 1 to 3n-6
    sym            : irreducible representation
    freq   (cm-1 ) : frequency
    D      (a.u. ) : displacement of mode
    delta  ( 1   ) : dimensionless projection, delta = D * SQRT(freq)
    HR     ( 1   ) : Huang-Rhys factor, HR = 0.5 * delta^2 
    lam    (cm-1 ) : reorganization energy, lam = HR * \hbar * freq
	ZPE1 (Ground ) :   93747.9785898 cm-1
	ZPE2 (Excited) :   93057.0567109 cm-1
	ZPE2 - ZPE1    :     -690.9218789 cm-1
  END_DESCRIPTION_1
  BEGIN_OUTPUT_1
============================================================================================================================================
   n   m sym1   freq1         D1     delta1        HR1       lam1 sym2   freq2         D2     delta2        HR2       lam2    g    e   S(g,e)
 4.885918e-03  5.028214e-03  5.183215e-03  6.882023e-02 -3.457787e-03  8.790318e-04 -2.009103e-05  1.506879e-01 -4.303885e-02 -2.452130e-02
 6.924062e-04  2.319094e-02  5.072369e-03 -1.064541e-01 -4.843143e-02 -1.227755e-01 -4.856001e-03 -1.242594e-01  5.188034e-03  4.718627e-03
 4.238010e-02  8.476757e-02  2.963564e-02 -1.713189e-01  2.971700e-02  2.369418e-02  1.860680e-02  3.243649e-02  2.888021e-04  3.581892e-02
-6.045433e-03  1.193133e-02  2.273388e-05 -9.977438e-03 -1.811684e-04 -2.478064e-02 -5.417144e-02  5.250650e-03  1.894156e-01  1.117318e-02
-9.859075e-01 -7.810663e-05 -2.002882e-05  4.243410e-04 -5.463122e-05  8.856476e-03 -1.007965e-02  3.375597e-06 -2.573289e-02  2.570584e-03
 6.281958e-03  4.037898e-03  3.920614e-02  9.880484e-04 -6.171467e-06 -9.411551e-06  7.172294e-05 -1.007556e-06  5.751908e-04 -2.587185e-03
 5.217593e-04  3.521585e-03  2.563846e-03 -2.628386e-02  3.194802e-03 -8.241252e-04 -1.056640e-02 -1.282897e-02  1.644240e-02  2.068961e-02
-2.093661e-03 -4.226259e-04 -4.926222e-02 -2.095396e-04 -5.162025e-05  1.060918e-02  1.016748e-03  1.792617e-03  2.009804e-03  2.679287e-02
-4.242561e-02 -1.115963e-03  1.419676e-03  1.350826e-03 -4.216203e-02 -3.015682e-02  3.226113e-02 -1.555025e-03  4.082213e-03  6.015466e-03
-8.321691e-03 -7.352772e-03 -4.298663e-03 -3.353752e-02  1.857485e-03 -1.182870e-02 -2.321127e-02 -4.709983e-04  2.074579e-02 -2.691595e-02
 3.942838e-03  1.381719e-02  6.989623e-03  8.259149e-05  4.460077e-03  1.157710e-02 -8.972686e-04  6.711942e-03  3.284651e-02 -1.639484e-04
-8.731963e-05  2.815163e-05 -1.396581e-03 -4.912825e-04  1.847490e-05  8.011128e-05  8.729797e-07  7.905266e-04 -1.297746e-05 -2.222296e-05
 1.285374e-03  1.862309e-05 -3.004912e-04 -6.685641e-04  1.756069e-06 -3.783153e-05 -4.430522e-04 -8.607103e-06  1.013471e-04 -5.210332e-04
 9.695339e-04  3.886375e-04  5.069077e-04 -9.036021e-04  8.294976e-07  1.658695e-04 
  MODE      61
 2.643515e-05 -1.056883e-04 -2.568022e-06  3.403245e-05 -9.170215e-05  2.067486e-04  2.497712e-04  1.507723e-04 -1.153059e-04 -4.158121e-04
-1.279023e-04 -9.761157e-04 -2.971024e-04 -2.596442e-03 -1.047291e-05  2.813818e-04  5.279699e-04 -1.690128e-04  6.513717e-04  6.673050e-05
-1.238852e-04  5.048639e-04 -2.110563e-04 -9.568530e-04  7.370208e-03 -1.357720e-05  9.456203e-07 -2.549261e-03  5.409789e-04  4.303577e-04
-8.568085e-06  7.465135e-03 -1.085706e-03  9.409384e-03  1.022903e-03  1.652709e-03  1.040150e-03  2.520996e-03 -1.139896e-03 -1.046225e-03
-1.394178e-03 -1.263745e-03 -5.657788e-03  2.995556e-03 -2.957577e-04 -2.506802e-03 -6.058502e-04  5.874804e-05 -1.307326e-04 -3.524585e-03
 2.014890e-04 -7.231376e-05 -3.085011e-05  1.821726e-04  5.372196e-05  4.068553e-04  6.563917e-04 -5.889141e-04  8.015368e-05  9.958633e-01
 3.008455e-04  1.960448e-05  4.961029e-06 -1.206275e-05 -6.259509e-06  2.102605e-02  2.035128e-04  3.659423e-06  3.154497e-04 -2.592048e-04
 1.253330e-03 -7.942019e-05 -3.486575e-04 -1.915227e-05  2.967915e-06 -1.218067e-06 -7.395804e-07  2.680061e-07 -3.966124e-03 -7.386554e-06
-3.566390e-05 -4.101368e-05  8.841536e-03  6.371780e-06  1.385801e-05 -3.366991e-04 -6.617647e-05 -1.403265e-05 -6.740519e-04 -3.576417e-04
 3.720575e-03  2.287928e-03 -4.560008e-05 -2.850465e-05  7.010013e-06  3.024580e-05 -7.158949e-03 -6.697925e-06 -9.097189e-03  7.460705e-05
-6.405228e-05  8.945915e-03 -7.129368e-04  1.128752e-03  8.155363e-04  7.969745e-04  1.595218e-04  6.303129e-03 -2.812799e-05 -1.429887e-05
 1.400795e-04  5.497189e-06  7.186335e-03 -5.537677e-06  1.062891e-02 -1.516360e-06  6.117163e-05  1.262563e-02 -3.118894e-04  4.887657e-04
-4.042933e-04 -1.969212e-05 -1.890937e-05  4.071296e-03 -2.740275e-05 -3.230581e-05  7.777443e-03 -9.665333e-08 -5.579788e-04  4.165858e-05
 6.120198e-03 -4.351667e-03 -4.072666e-06 -7.923707e-03 -6.370576e-04 -1.402095e-06  2.505515e-04 -2.553839e-07  1.722671e-04  1.443116e-04
 1.573199e-06  5.273499e-04  3.411543e-05 -8.584304e-07  9.488673e-05 -5.302520e-06  3.997467e-06  1.829504e-04  1.065223e-03  1.886827e-04
-2.962668e-07 -5.653402e-07 -2.129017e-05  1.821202e-05 -3.015230e-04 -5.404794e-06 
  MODE      62
-3.189660e-04  6.395921e-04 -2.163847e-04 -3.036629e-04  3.996244e-03  4.652317e-03  4.305784e-04 -2.079913e-03 -1.290555e-02 -2.100791e-02
 1.059402e-02  6.531443e-03  1.707770e-02 -9.854118e-03  9.960448e-05  3.426606e-02 -4.221956e-03  5.004463e-04 -7.999445e-03  1.005324e-02
 9.873250e-04  6.808576e-02 -3.129009e-03  6.150149e-02  2.574609e-03  7.166895e-04 -1.292448e-04  1.269925e-01 -2.602574e-03 -2.063401e-02
 5.543164e-04 -1.210039e-02 -1.475555e-01  5.564012e-02 -7.015597e-03 -1.025309e-01  1.133266e-01 -1.773255e-02 -1.521421e-01 -1.021024e-01
-2.257972e-02  9.155163e-03 -1.605973e-02 -1.420117e-01  1.967185e-03 -1.238000e-02  4.242178e-03 -4.453990e-04 -2.823804e-02 -1.932952e-02
 8.535132e-03  1.000691e-02  4.297917e-04 -8.249734e-03 -5.240221e-03 -2.047840e-02 -4.222440e-02 -5.149110e-02 -2.639010e-04 -6.086917e-03
-1.701544e-03 -9.590140e-01 -5.403531e-03  3.558257e-04  3.420761e-03 -4.916753e-03 -8.261008e-03  2.700284e-01 -2.071957e-02 -2.579470e-02
-3.471252e-03  3.385896e-03  2.682741e-03  8.286165e-04 -6.750674e-04 -8.107260e-04  8.697339e-05  2.414041e-02 -3.224722e-04  4.602443e-05
-3.174917e-03  3.630022e-03 -1.436665e-03 -5.270816e-05 -1.177862e-04  4.651434e-04  5.083985e-04  1.433862e-04 -8.128514e-03  2.930664e-03
 1.214603e-03  2.165705e-04  3.694699e-04  1.065855e-04 -4.086791e-05 -2.487530e-04 -5.675184e-04  6.774418e-05 -1.128716e-03 -6.118529e-04
 4.958699e-04  5.545074e-04 -8.097159e-04 -7.473956e-04 -4.879548e-03  1.690539e-02 -1.143315e-03  8.471687e-04  2.542667e-04 -3.078203e-03
-1.001354e-03 -8.880223e-05  2.463713e-03  6.153871e-05 -1.067921e-03 -3.243425e-05 -5.715921e-04  2.265186e-04 -1.082118e-02 -3.519998e-03
-2.315620e-03  1.425575e-04  1.694571e-04 -4.933069e-05  2.477051e-04  2.519557e-04  4.861256e-04  3.098291e-05 -3.392909e-03 -1.017176e-02
 5.384456e-05 -8.564132e-06  4.973236e-06  2.891225e-04  5.542850e-05 -6.178854e-05  8.720862e-06  3.877974e-06  5.917824e-06  1.120391e-06
-4.001557e-06 -1.234955e-07  4.157200e-08 -4.303745e-06 -1.446897e-05  1.542646e-04  4.008428e-05 -8.249075e-06 -4.195158e-07  6.198072e-07
 1.262384e-05  8.997791e-06 -2.982726e-04 -4.218713e-05 -4.286510e-07  3.861290e-07 
  MODE      63
 3.254181e-03 -6.729358e-03  2.097174e-03  3.153126e-03 -4.021585e-02 -4.816614e-02 -3.903486e-03  2.081856e-02  1.309913e-01  2.130256e-01
-1.128524e-01 -6.852064e-02 -1.740912e-01  9.920617e-02 -1.035367e-03 -3.168515e-01  4.252359e-02  8.813607e-02  8.187489e-02 -1.022578e-01
-1.031572e-02 -7.856657e-01  3.155873e-02 -6.267892e-01 -2.599808e-02 -7.328595e-03 -7.582944e-03 -1.000000e+00  2.764805e-02  2.103446e-01
-5.662745e-03  1.217879e-01  1.000000e+00 -5.601600e-01  7.354515e-02  1.000000e+00 -1.000000e+00  1.857529e-01  1.000000e+00  1.000000e+00
 2.273452e-01 -9.583271e-02  1.617313e-01  1.000000e+00 -2.064470e-02  1.246306e-01 -4.444199e-02  4.697321e-03  1.454200e-01  1.946615e-01
-9.771079e-02 -1.044891e-01  2.866961e-02  8.397252e-02 -5.304047e-02  2.086973e-01  4.306301e-01  5.296776e-01  2.752436e-03  6.124441e-02
 1.775901e-02 -3.007870e-02 -9.621024e-01 -3.137944e-03  2.757656e-01  4.946262e-02  8.585678e-02 -1.534314e-02  2.110948e-01  2.490320e-01
 3.501985e-02 -3.454878e-02 -2.807221e-02 -8.437321e-03 -8.104417e-03  1.453622e-02 -9.978285e-04 -8.225811e-04  3.237153e-03 -4.782784e-04
 3.225967e-02 -3.698660e-02  1.444268e-02  5.500256e-04  1.235524e-03 -4.677191e-03 -5.310562e-03 -1.492163e-03  8.179712e-02 -3.058578e-02
-1.224374e-02 -2.197767e-03 -3.845518e-03 -1.068903e-03  4.301833e-04  2.588326e-03  5.726976e-03 -7.018034e-04  1.138028e-02  6.391524e-03
-5.171888e-03 -5.588966e-03  8.174800e-03  7.520604e-03  5.137116e-02 -1.702800e-01  1.189643e-02 -8.547477e-03 -2.639165e-03  3.098312e-02
 1.048689e-02  9.149192e-04 -2.481422e-02 -6.400362e-04  1.074673e-02  3.371948e-04  5.966122e-03 -2.281051e-03  1.089357e-01  3.684369e-02
 2.332969e-02 -1.483518e-03 -1.760750e-03  4.921245e-04 -2.577511e-03 -2.631305e-03 -4.904503e-03 -3.197378e-04  3.307005e-02  1.032083e-01
-5.413585e-04  8.407224e-05 -4.903997e-05 -2.912356e-03 -5.620955e-04  6.297738e-04 -8.936038e-05 -4.443684e-05 -5.851793e-05 -2.479592e-06
 4.165105e-05  1.435778e-06  1.704272e-08  4.488166e-05  1.530394e-04 -1.564628e-03 -3.885859e-04  8.601549e-05  4.518756e-06 -6.760032e-06
-1.278111e-04 -9.181159e-05  3.004897e-03  4.648078e-04  3.324158e-06 -5.294033e-06 
  MODE      64
 2.848022e-02 -4.183595e-01 -3.049376e-03  1.232756e-01  5.723634e-01  7.723168e-01  8.072637e-01  6.884661e-01  8.693578e-02 -1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -4.486962e-02  3.889315e-01 -5.476026e-01 -6.156945e-01  1.000000e+00 -4.477405e-01
-5.010869e-01 -3.347366e-01 -3.706466e-01 -1.000000e+00  2.474601e-01 -5.397799e-02  1.437128e-03 -1.000000e+00  1.000000e+00  1.000000e+00
-4.879268e-02 -1.000000e+00 -4.437155e-01  1.000000e+00  1.000000e+00  1.000000e+00  3.937131e-01  1.000000e+00 -4.289042e-01 -4.027311e-01
-1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  2.427897e-01 -3.066573e-02 -1.000000e+00
 4.318208e-01 -8.500941e-01 -4.150324e-03  7.094552e-01  1.550206e-02  1.000000e+00  1.000000e+00 -3.907785e-01  1.333395e-01 -7.937207e-01
 8.983632e-01  8.361276e-03  1.977782e-03 -1.000000e+00  6.047889e-03 -6.351205e-01  6.951946e-01  8.036718e-04  1.000000e+00 -1.898235e-01
-4.493927e-01 -2.888652e-01 -1.000000e+00 -6.986694e-02  9.900225e-04  9.247405e-04  9.186233e-03  2.263756e-04 -4.086353e-02 -2.450610e-02
-3.850648e-02 -2.502600e-01 -1.830624e-01  2.471235e-02  6.094483e-02  5.877131e-02 -2.626592e-01 -7.505736e-02 -1.000000e+00 -1.000000e+00
 1.496899e-01  2.948222e-02 -1.833279e-01  1.586843e-02  1.927074e-02  1.203666e-01 -7.234104e-02 -3.366477e-02 -1.431243e-01  3.001484e-01
-2.479613e-01  7.839346e-02 -1.014538e-01 -9.662149e-02  1.000000e+00  1.000000e+00  5.263374e-01  9.634038e-02 -1.019051e-01 -4.295533e-01
 5.583213e-01  1.862855e-02  3.070590e-01 -2.935102e-02 -1.322264e-01  6.470704e-03  2.954519e-01  3.221339e-02 -1.000000e+00  1.000000e+00
-2.816122e-01 -6.948204e-02 -7.869695e-02 -5.755388e-03 -1.159458e-01 -1.276422e-01  6.397788e-02 -1.434849e-02 -1.000000e+00  7.462053e-03
 5.943023e-03 -1.908972e-03 -4.391009e-04  3.510842e-02 -1.473279e-03  4.705830e-03 -3.611918e-05 -6.422456e-04  9.267858e-04  1.195789e-03
 3.368259e-03  6.086391e-05  1.319829e-05 -1.384740e-03 -1.152218e-04  1.606050e-03  3.338770e-02  6.769063e-04 -4.747992e-04 -9.035372e-04
-1.396803e-03 -1.309926e-03 -3.624257e-02  6.445746e-02 -2.576891e-04 -2.785917e-04 
  MODE      65
 6.417180e-06  1.239261e-04  6.714889e-07 -3.441563e-05 -3.940445e-04 -2.427291e-04 -2.109533e-04 -2.191650e-04 -8.477365e-05  2.529351e-04
 2.411797e-04  1.156155e-03  4.229501e-04  1.784242e-03  1.289215e-05 -1.021277e-04 -2.361857e-03  2.062391e-04 -2.538229e-04  2.359828e-04
 1.518520e-04  2.203931e-04 -3.746781e-03  1.463765e-03  9.772996e-03  1.658307e-05 -1.374930e-06  2.891458e-03 -6.394950e-04 -4.604167e-04
 1.453964e-05  1.392477e-02 -5.247542e-05  8.626739e-03 -1.211248e-03 -2.677759e-03  9.383560e-05 -2.977913e-03 -1.004477e-04 -8.661577e-05
 4.702421e-03  1.506848e-03  7.202490e-04 -3.197556e-03  3.477913e-04  4.679022e-05  7.163974e-04 -8.669487e-05 -2.045640e-05 -1.714129e-02
-1.066580e-04  3.157615e-04 -8.316355e-06 -1.799393e-04  7.091103e-06 -4.359132e-04 -1.235178e-03 -5.453213e-06 -2.333905e-05 -1.748512e-02
-2.960771e-04 -1.688704e-05 -5.330609e-05 -3.115922e-05 -5.400766e-04  9.973278e-01 -1.552047e-04 -1.496621e-05 -5.965020e-04  4.574011e-06
 1.218899e-02  7.126449e-05  3.896208e-04  1.703114e-05 -2.151387e-06  1.233665e-06  2.831752e-09 -1.240675e-06  4.249110e-03  1.108298e-05
 4.029996e-06  7.507696e-05 -7.848175e-03 -8.127437e-06 -1.863874e-05 -1.518086e-03  7.476112e-05  2.092737e-05  3.565889e-05  4.513997e-04
-5.813232e-03 -1.447881e-02  5.116975e-05 -6.341571e-05 -2.893860e-06 -3.271548e-05  7.764645e-03  8.233879e-06  1.236504e-02 -9.166996e-05
 6.265708e-05  1.182409e-02 -1.027673e-02 -2.542309e-03 -9.136088e-04  3.806195e-04  7.745854e-06  3.076145e-02  2.575805e-05 -1.393391e-06
-1.668250e-04 -4.864919e-07 -8.543643e-03 -5.177588e-07 -2.666215e-02  2.450373e-06 -1.184817e-04  2.855694e-02 -6.411577e-04 -5.884310e-04
-1.981836e-02  1.078015e-05  2.759046e-05 -7.650263e-03  4.159150e-05  3.729044e-05  1.425076e-02  9.655629e-06  7.601536e-04  8.635089e-05
 1.634556e-02 -5.107126e-03 -4.061430e-06 -8.239278e-03 -7.200911e-04 -2.793732e-06  7.197141e-04 -9.439381e-08 -1.332475e-03  9.747845e-04
 3.427241e-06 -2.759003e-04 -1.786270e-05  1.449596e-06  2.986109e-04  2.259290e-06 -7.762923e-06 -1.394372e-04 -5.916730e-04 -1.046901e-04
 3.447618e-07 -1.271309e-07  2.184302e-05 -2.054451e-05  1.629956e-04  2.943365e-06 
  MODE      66
 1.015471e-03 -2.129457e-03  2.312616e-04  9.960998e-04 -1.246800e-02 -1.482220e-02 -1.145231e-03  8.106745e-03  4.077579e-02  6.481866e-02
-3.010674e-02 -2.165902e-02 -5.430503e-02  3.075949e-02 -3.278347e-04 -1.063728e-01  1.318839e-02  2.837009e-02  2.560959e-02 -3.186333e-02
-3.255401e-03 -2.521844e-01  9.794305e-03 -1.954875e-01 -8.072267e-03 -2.277675e-03  1.046656e-03 -4.037947e-01  8.789433e-03  6.560393e-02
-1.769425e-03  3.776032e-02  4.192961e-01 -1.736947e-01  2.324151e-02  3.260453e-01 -3.439591e-01  5.865360e-02  4.320503e-01  4.144512e-01
 7.049581e-02 -3.026108e-02  5.015534e-02  4.516227e-01 -6.524853e-03  3.864440e-02 -1.404006e-02  1.481835e-03  3.898722e-02  6.036008e-02
-3.054750e-02 -3.262906e-02 -1.966811e-02  2.619671e-02 -1.864125e-02  6.506921e-02  1.343537e-01  1.658838e-01  8.665967e-04  1.897711e-02
 5.601555e-03 -1.565501e-02 -3.089780e-01 -7.965199e-04 -9.608794e-01  1.476588e-02  2.676934e-02 -2.660676e-02  6.582051e-02  7.556067e-02
 1.085730e-02 -1.079349e-02 -8.865828e-03 -2.632099e-03 -1.346334e-02 -1.349694e-03 -2.006904e-04 -4.598532e-03  1.000502e-03 -1.544865e-04
 9.836180e-03 -1.150185e-02  4.475104e-03  1.748607e-04  3.872410e-04 -1.447986e-03 -1.673689e-03 -4.699836e-04  2.535821e-02 -9.644445e-03
-3.799202e-03 -6.814902e-04 -1.210114e-03 -3.317640e-04  1.351635e-04  8.124069e-04  1.775143e-03 -2.241172e-04  3.531428e-03  2.015609e-03
-1.627549e-03 -1.729472e-03  2.536135e-03  2.332652e-03  1.626245e-02 -5.281356e-02  3.744980e-03 -2.651287e-03 -8.312699e-04  9.605086e-03
 3.313063e-03  2.858984e-04 -7.697951e-03 -2.021123e-04  3.332337e-03  1.057556e-04  1.880890e-03 -7.064263e-04  3.377805e-02  1.163442e-02
 7.236024e-03 -4.669718e-04 -5.546474e-04  1.528644e-04 -8.122840e-04 -8.294683e-04 -1.520154e-03 -1.007539e-04  1.009286e-02  3.212313e-02
-1.679775e-04  2.557172e-05 -1.541636e-05 -9.035888e-04 -1.755199e-04  1.964678e-04 -2.780450e-05 -1.377877e-05 -1.771160e-05 -7.084711e-07
 1.319688e-05  4.658379e-07 -6.844669e-08  1.489734e-05  4.756180e-05 -4.867286e-04 -1.178099e-04  2.770893e-05  9.026863e-07 -2.373477e-06
-3.989624e-05 -2.863067e-05  9.319633e-04  1.503568e-04  1.515252e-06 -1.047215e-06 
  MODE      67
 7.980450e-03 -1.217127e-01 -8.881955e-04  3.573752e-02  1.665089e-01  2.246799e-01  2.319559e-01  2.002956e-01  2.029876e-02 -6.612671e-01
-3.188604e-01 -1.000000e+00 -4.176532e-01 -3.894583e-01 -1.305398e-02  1.130997e-01 -1.593008e-01 -1.791044e-01  4.603046e-01 -1.149306e-01
-1.457790e-01 -9.751505e-02 -1.078171e-01 -1.000000e+00  7.198821e-02 -1.870768e-02  4.256982e-04 -1.000000e+00  6.266754e-01  5.087111e-01
-4.500420e-02 -4.822335e-01 -1.288623e-01  1.000000e+00  1.000000e+00  1.000000e+00  1.143463e-01  1.000000e+00 -1.245584e-01 -1.169591e-01
-8.810624e-01 -1.000000e+00 -6.161369e-01  1.000000e+00 -3.427150e-01 -4.925500e-01 -7.046161e-01  7.063750e-02 -8.892473e-03 -7.449178e-01
 1.259352e-01 -2.488231e-01 -1.204316e-03  1.849812e-01  4.515797e-03  5.096907e-01  1.000000e+00 -1.136023e-01  3.878711e-02 -2.309084e-01
 2.613620e-01  2.524766e-03  7.198524e-04 -3.010268e-02  1.793629e-03 -1.847701e-01  1.000000e+00 -1.717174e-05  5.272961e-01 -5.510553e-02
-1.307244e-01 -8.542779e-02 -4.029313e-01 -1.586729e-02  2.858262e-04  1.728310e-04 -2.573739e-03  6.578322e-05 -1.188422e-02 -7.128295e-03
-1.106496e-02 -7.193702e-02 -5.325635e-02  7.187269e-03  1.773294e-02  1.709459e-02 -7.641616e-02 -2.184032e-02 -3.419381e-01 -4.324253e-01
 4.354774e-02  8.576962e-03 -5.333936e-02  4.615044e-03  5.606451e-03  3.501945e-02 -2.104806e-02 -9.796308e-03 -4.163673e-02  8.732787e-02
-7.214256e-02  2.280692e-02 -2.951475e-02 -2.810940e-02  9.342575e-01  6.248890e-01  1.531285e-01  2.802524e-02 -2.964876e-02 -1.249619e-01
 1.624316e-01  5.417703e-03  8.932840e-02 -8.540262e-03 -3.846451e-02  1.880959e-03  8.595588e-02  9.370321e-03 -4.313956e-01  5.673171e-01
-8.192407e-02 -2.021377e-02 -2.289592e-02 -1.673181e-03 -3.373156e-02 -3.713521e-02  1.861224e-02 -4.175162e-03 -6.812745e-01  2.188854e-03
 1.727781e-03 -5.543981e-04 -1.279249e-04  1.021297e-02 -4.295721e-04  1.369573e-03 -1.042311e-05 -1.865588e-04  2.696584e-04  3.477465e-04
 9.793203e-04  1.761848e-05  3.781571e-06 -4.028333e-04 -3.295208e-05  4.670424e-04  9.713654e-03  1.969904e-04 -1.381407e-04 -2.630776e-04
-4.062931e-04 -3.811136e-04 -1.054345e-02  1.875250e-02 -7.447891e-05 -8.100197e-05 
  MODE      68
-1.344367e-03  2.714976e-03 -6.512340e-04 -1.287487e-03  1.678072e-02  2.055556e-02  1.764036e-03 -1.199562e-02 -5.430598e-02 -8.832165e-02
 4.489027e-02  2.770939e-02  7.193593e-02 -4.138228e-02  4.204637e-04  1.281874e-01 -1.773295e-02 -3.473121e-02 -3.367320e-02  4.232563e-02
 4.186343e-03  3.190778e-01 -1.315238e-02  2.590426e-01  1.082426e-02  3.019433e-03 -5.343255e-04  5.349100e-01 -1.107586e-02 -8.691237e-02
 2.335519e-03 -5.080717e-02 -5.831731e-01  2.336727e-01 -2.975898e-02 -4.318853e-01  4.966460e-01 -7.521119e-02 -5.535550e-01 -5.317527e-01
-9.482686e-02  3.882569e-02 -6.745038e-02 -5.981973e-01  8.347217e-03 -5.199005e-02  1.799148e-02 -1.905485e-03 -5.682708e-02 -8.118200e-02
 3.891617e-02  4.281116e-02 -8.982159e-03 -3.470378e-02  1.104064e-02 -8.622968e-02 -1.778826e-01 -2.189217e-01 -1.113033e-03 -2.554512e-02
-7.205135e-03 -2.503899e-01  1.546444e-02  1.501270e-03  3.348600e-02 -2.058900e-02 -3.569594e-02 -9.569130e-01 -8.728636e-02 -1.085616e-01
-1.460256e-02  1.427569e-02  1.136791e-02  3.477432e-03  4.078506e-03  1.290175e-03  2.762972e-04 -8.186020e-03 -1.347148e-03  1.984104e-04
-1.439530e-02  1.544528e-02 -6.027979e-03 -2.237928e-04 -4.992470e-04  1.949810e-03  2.154075e-03  6.063587e-04 -3.413281e-02  1.241556e-02
 5.105502e-03  9.146405e-04  1.562612e-03  4.466500e-04 -1.730933e-04 -1.053602e-03 -2.385124e-03  2.885896e-04 -4.742675e-03 -2.599324e-03
 2.097782e-03  2.329187e-03 -3.406530e-03 -3.134294e-03 -2.071853e-02  7.100383e-02 -4.840222e-03  3.561670e-03  1.075845e-03 -1.292514e-02
-4.248391e-03 -3.743397e-04  1.034549e-02  2.598196e-04 -4.479923e-03 -1.393886e-04 -2.420333e-03  9.505167e-04 -4.544398e-02 -1.492586e-02
-9.725235e-03  6.030917e-04  7.161764e-04 -2.057267e-04  1.047922e-03  1.067999e-03  2.045676e-03  1.305347e-04 -1.413871e-02 -4.279869e-02
 2.243308e-04 -3.466705e-05  2.033209e-05  1.214728e-03  2.335530e-04 -2.598910e-04  3.709004e-05  1.856709e-05  2.447613e-05  1.502610e-06
-1.660440e-05 -5.644217e-07  7.790780e-08 -1.882761e-05 -6.355378e-05  6.490334e-04  1.668087e-04 -3.546339e-05 -1.594712e-06  2.864258e-06
 5.280943e-05  3.787134e-05 -1.252531e-03 -1.812516e-04 -1.837587e-06  1.198006e-06 
  MODE      69
-9.559657e-06 -4.076270e-05 -1.296888e-08  1.012599e-05  1.401636e-04  7.836565e-05  5.110984e-05  8.180897e-05  8.216367e-05  7.570865e-04
 9.536799e-05 -3.832769e-04 -1.641712e-04 -1.407931e-03 -4.257174e-06 -2.619217e-05 -2.859826e-03 -5.955396e-05 -1.546328e-05 -1.474320e-04
-5.093941e-05 -2.575440e-04  1.165983e-03 -5.880763e-04 -1.845083e-03 -5.827097e-06  1.041241e-06 -1.000749e-03  2.088485e-04  1.522086e-04
-6.367957e-06 -1.460333e-03  3.424873e-04  2.192840e-04  4.023370e-04  1.091283e-03 -3.265105e-04  9.885745e-04  3.621800e-04  3.353186e-04
 8.569005e-04 -5.005174e-04  1.596518e-03  1.064078e-03 -1.149112e-04  9.101280e-05 -2.373738e-04  2.720499e-05  4.268233e-05  2.956095e-03
 1.303421e-05 -1.554348e-04  8.543580e-06  5.610879e-05 -1.290395e-05  1.397714e-04  5.279438e-04  1.399124e-04  9.699546e-06  8.271633e-04
 9.482399e-05 -1.564833e-05 -3.297178e-06 -2.229313e-06 -1.158335e-05  1.122411e-02  5.816857e-05 -5.249266e-06  2.235729e-04  6.711923e-05
-9.999077e-01 -3.735252e-05 -1.190188e-04 -4.760515e-06  2.966657e-06 -4.683710e-06  2.715239e-06  2.591592e-06 -1.075567e-02 -1.514381e-05
 1.103652e-05 -2.920626e-05 -5.254067e-04  2.896468e-06  9.585668e-06  1.911155e-03 -2.537170e-05 -1.136245e-05  8.598140e-04 -1.793279e-04
 1.811172e-03 -3.187574e-03 -1.513166e-05  1.618166e-04 -6.469795e-06  6.401480e-06 -4.072192e-03  6.905418e-07 -1.053228e-02  2.417620e-05
-2.225450e-05 -1.182676e-02 -6.415702e-03 -1.294353e-02  3.053810e-04 -1.054056e-04  7.135193e-05  4.278060e-03 -6.794087e-06 -2.660651e-04
 5.328281e-05 -1.827377e-06  4.783933e-03 -1.092301e-06  7.632903e-03 -1.157080e-06  2.768675e-05  1.648977e-03  9.518559e-04  2.015593e-04
 1.414448e-02 -3.985020e-06 -9.604757e-06  4.137239e-03 -1.414904e-05 -1.501299e-05  5.038825e-03  4.983254e-07 -1.351752e-04  1.300230e-04
-9.344733e-03  3.648523e-03  2.931621e-06 -1.005140e-02  1.433615e-03  3.977240e-07  1.598647e-03 -7.370291e-07  6.999211e-04  1.682249e-03
 8.507996e-06  5.477010e-05  3.503105e-06 -5.234638e-08  6.349755e-04  1.238600e-05  1.120102e-05 -5.527336e-05  1.841056e-04  3.266070e-05
-4.263360e-07  1.647393e-07 -1.925673e-05  8.474686e-06 -2.488564e-05 -6.200936e-07 
  MODE      70
 1.925321e-04 -5.688966e-03 -4.175698e-05  1.628967e-03  7.777598e-03  1.047829e-02  1.011057e-02  9.349413e-03  4.177094e-03 -3.088933e-02
