BEGIN_BASIC_INFO
  52  # num of atoms 
 156  # num of modes 
END_BASIC_INFO

BEGIN_DATA_1
  BEGIN_DESCRIPTION_1

                 2         2
                  2       2
                   2     2
               D2  |2   2
                   | 222
                   |  |
                   |  |
              1    |  | 1
               1   |  |1
                1  |  1
                 1 | 1  D1
                  111

    Q1 = S(1 <- 2) Q2 + D2
    Q1 = S2        Q2 + D2
    Q2 = S(2 <- 1) Q1 + D1
    Q2 = S1        Q1 + D1
    n              : index of mode, from 1 to 3n
    m              : index of mode, from 1 to 3n-6
    sym            : irreducible representation
    freq   (cm-1 ) : frequency
    D      (a.u. ) : displacement of mode
    delta  ( 1   ) : dimensionless projection, delta = D * SQRT(freq)
    HR     ( 1   ) : Huang-Rhys factor, HR = 0.5 * delta^2 
    lam    (cm-1 ) : reorganization energy, lam = HR * \hbar * freq
	ZPE1 (Ground ) :   93747.9785898 cm-1
	ZPE2 (Excited) :   93273.3384473 cm-1
	ZPE2 - ZPE1    :     -474.6401425 cm-1
  END_DESCRIPTION_1
  BEGIN_OUTPUT_1
============================================================================================================================================
   n   m sym1   freq1         D1     delta1        HR1       lam1 sym2   freq2         D2     delta2        HR2       lam2    g    e   S(g,e)
 8.272397e-03  1.853786e-04 -1.053386e-04 -1.928042e-05 -4.071405e-06 -6.202197e-06 -6.366842e-05 -8.369564e-06 -3.189408e-04 -2.682787e-06
 5.052446e-05 -3.705329e-05 -1.025955e-02  5.423331e-06  7.439381e-06 -6.921734e-03  3.654626e-05  8.672680e-07  2.062474e-04 -1.939918e-04
-1.041015e-02  1.476073e-02  6.435632e-06  5.984542e-07  1.758211e-04 -9.574253e-06  3.526904e-03  3.666226e-06  3.639598e-03 -3.181475e-05
-2.850665e-05  2.089150e-02 -1.416583e-02 -5.309485e-03  1.570118e-04 -2.394968e-04 -3.726352e-04  8.709282e-03 -5.306868e-05  4.663512e-06
-5.143824e-05  1.016604e-06 -6.105652e-03 -2.145049e-05 -1.438026e-02 -6.833754e-06 -2.304921e-05 -1.388687e-03 -2.467660e-04  1.003284e-02
-7.167286e-07 -6.191823e-06 -7.289184e-06 -4.473981e-03 -1.094268e-05  1.195146e-02  1.518810e-05  7.495907e-06 -3.507860e-04  2.140589e-04
-1.812913e-03 -1.003420e-02  4.340160e-06 -4.781856e-03 -9.011103e-04  1.986210e-06  8.527973e-04  7.620350e-07  2.381038e-05  1.045010e-07
 5.411496e-04 -1.202260e-05 -6.631021e-07  1.326718e-05 -4.259542e-06 -9.477549e-04 -1.571460e-06 -1.154433e-04  8.451621e-07  3.116420e-03
 6.738440e-05  1.717348e-05 -1.659813e-06  9.897516e-05  1.198809e-07 -1.321257e-06 
  MODE      34
-1.854817e-02 -5.749103e-03  7.819019e-04  5.565435e-03  1.054993e-02  7.532340e-02  3.922804e-02  7.655169e-02 -9.650843e-02  6.288408e-02
 5.074768e-02 -6.133691e-02  1.772404e-02  2.800156e-02 -1.266999e-03 -1.391431e-01 -1.117019e-02 -2.448266e-01  2.836829e-01 -1.775655e-01
-8.175402e-03  9.533752e-03  1.019016e-01 -3.003806e-01  1.063991e-02  1.242776e-03  3.052194e-03  1.027645e-01 -2.609943e-02  8.815627e-02
 2.354965e-02  3.176306e-01  2.378592e-02 -5.736527e-02 -1.582021e-01 -8.046040e-01  1.640646e-01  3.929769e-01  4.196938e-01 -2.253828e-01
 6.179981e-02  7.894758e-02  4.257227e-02 -2.952470e-01  6.254939e-03 -1.376839e-01  4.079264e-02  4.429433e-02 -2.473284e-03 -5.215201e-02
 5.119329e-02  1.757839e-01  8.861732e-03  1.957275e-02 -7.915266e-03 -6.250712e-02 -1.002196e-01 -3.738952e-01  2.073440e-03  1.604073e-02
 1.472471e-02  3.719602e-03  1.448286e-03 -3.454369e-02  1.350865e-02 -7.934284e-02  4.016705e-02  2.113293e-02  1.369477e-01  8.084997e-02
-1.046882e-02 -2.294045e-02  1.966958e-02  3.591150e-03  5.764103e-04  8.089028e-04 -5.428977e-03 -7.561890e-03  5.558250e-04  3.492206e-04
-7.468035e-03  6.676607e-03 -3.377903e-03 -4.878201e-04 -9.920589e-04 -1.608662e-03 -4.442348e-03  1.423655e-04 -2.277412e-02  2.417813e-02
 3.193957e-03  3.600962e-04 -6.808482e-04 -4.711312e-04 -5.061119e-04  1.139842e-03  2.131100e-03 -5.298443e-04  2.819529e-03  3.780948e-03
 3.039325e-03 -6.247083e-04  4.039258e-03  2.543432e-03 -1.915818e-02  4.675381e-02  4.616528e-02 -1.092772e-03  6.733864e-03 -6.009109e-03
 6.476867e-03  4.452503e-04  8.661711e-03  3.639694e-03  1.746675e-03  8.609073e-04  2.899083e-03 -2.980760e-02  3.090033e-02 -1.326960e-03
-3.598257e-03  7.246765e-04  9.352596e-04 -2.400937e-04  1.479441e-03 -5.073640e-04 -1.845513e-03 -8.638117e-04 -2.568616e-02 -3.046661e-02
-1.190907e-04 -9.768975e-04 -9.910379e-05 -6.988908e-04 -1.543254e-04  4.434091e-05 -8.339066e-05 -6.279812e-05 -9.026463e-07 -3.278424e-06
-1.130088e-04  4.023905e-05  1.093269e-04  4.942602e-04  4.967190e-04  1.342340e-04  1.590647e-04 -3.269901e-05 -1.866493e-06 -1.512288e-04
 1.343450e-03 -1.209762e-03  2.026459e-04 -5.293889e-06 -3.276403e-05  1.424884e-04 
  MODE      35
 5.318074e-04  1.906668e-04  1.763385e-05 -1.159153e-04 -8.968410e-04 -2.053783e-03 -9.595867e-04 -1.950934e-03  2.491161e-03 -1.517277e-03
 2.222988e-03  2.035149e-03 -4.173660e-04  2.769564e-03  4.703882e-05  4.484893e-03  2.264396e-03  8.597542e-03 -7.716095e-03  4.855254e-03
 2.631746e-04 -1.278311e-03 -3.375249e-03  8.520865e-03  1.633347e-02  5.367397e-06 -1.062478e-04 -3.123314e-03  8.687961e-04 -2.684361e-03
-6.556512e-04 -1.653152e-02 -1.679818e-02  4.148064e-03 -9.998514e-01 -6.321229e-03 -5.433450e-03 -1.087259e-02 -1.024323e-02  9.684137e-03
-2.098011e-02 -2.683715e-03 -1.768110e-02  8.582639e-03 -2.452307e-04  1.934899e-03 -6.890640e-03 -1.466543e-03  9.630727e-05 -1.619647e-03
-2.191497e-03 -5.369372e-03  4.460995e-04 -1.345665e-03  2.228097e-04  1.789572e-03  2.067965e-03  1.156311e-02 -8.318031e-05  1.221197e-02
-4.941383e-04  7.107977e-05 -4.685141e-05 -9.049020e-04  1.206556e-02  9.480972e-04 -1.119925e-03 -4.464069e-04 -4.348415e-03 -2.085821e-03
-1.571122e-03  7.676567e-04 -5.620479e-04 -1.020165e-04 -1.227883e-05 -2.838925e-05 -2.046060e-04 -3.135810e-05 -2.335053e-04 -1.006849e-05
 1.938666e-04 -1.768644e-04  4.284471e-03  2.113555e-05  3.167109e-05  2.834749e-03  1.516504e-04  7.811385e-07 -8.343115e-04 -7.953761e-04
 1.644523e-03 -9.078142e-03  2.884552e-05  4.834631e-06  5.618637e-04 -3.549699e-05 -8.371676e-04  1.573875e-05 -1.762469e-03 -1.271540e-04
-1.027858e-04 -6.999825e-03  1.491505e-03  1.162327e-02  6.209765e-04  1.478771e-03 -1.552787e-03 -6.756036e-03 -2.250538e-04 -6.776188e-04
-2.153742e-04 -2.069757e-05  1.855528e-03 -1.278231e-04  7.073191e-04 -2.802658e-05 -9.822006e-05 -1.309297e-03 -1.030739e-03 -2.513108e-03
-3.752240e-03 -2.210725e-05 -2.921090e-05  2.589913e-04 -5.125833e-05 -1.995924e-03  5.866629e-05  3.058454e-05 -1.155608e-03  9.023020e-04
 5.592459e-03  3.393560e-03  2.284204e-06  4.634254e-04 -8.682577e-04  1.192670e-05 -7.201245e-04  2.069290e-06 -1.961896e-05  8.244220e-08
-9.493902e-04  4.238013e-04 -3.484813e-06 -6.730772e-06 -1.705451e-05  1.111339e-03 -5.391251e-06 -1.727881e-06  1.296916e-07 -1.019174e-03
 1.101246e-04  5.286985e-05 -6.630548e-06 -5.781048e-06  1.134326e-06 -4.500334e-06 
  MODE      36
-1.035028e-02 -9.708172e-04 -3.483799e-04  3.529081e-03  3.603440e-03 -3.532550e-03  2.789489e-02 -2.384567e-03 -5.848737e-02  5.056419e-04
 1.750377e-02 -1.434929e-02  4.995601e-03  9.984970e-03  7.684185e-03  7.520058e-03 -4.220749e-03 -2.449632e-04  1.761369e-01 -1.039513e-01
 5.966143e-03  3.611402e-03 -3.553275e-02 -7.490735e-02  4.339622e-03 -2.639965e-04 -3.101514e-04  9.076873e-02  9.347195e-03  6.357347e-02
 1.602983e-02 -2.045474e-02  8.719357e-03 -1.000000e+00 -5.902931e-02  2.028265e-03  7.757210e-02  1.878050e-01  3.748964e-02  3.124949e-02
 2.232654e-02  1.778518e-02  1.546285e-02 -2.095866e-01 -9.994899e-03 -8.482269e-03  1.433106e-02  1.235496e-02 -3.479638e-02 -1.882961e-02
-2.830779e-02  5.869898e-02 -9.230851e-04 -1.748808e-03 -5.129658e-03 -4.339609e-02 -1.077456e-01 -7.771511e-02  9.656940e-03  5.724004e-03
 1.274871e-02  3.218042e-06  9.321770e-04 -3.416714e-04  4.851599e-03  3.155273e-04  2.480501e-02 -1.534305e-04  1.846000e-02  5.087069e-02
-3.722152e-03 -9.274210e-03  1.191378e-02  2.310565e-03 -4.569308e-05  4.030321e-04 -6.965974e-05 -3.251364e-05  2.030466e-04  3.687025e-03
-8.515085e-04  3.046422e-03 -1.204224e-03 -4.772204e-03 -9.228768e-04 -5.740818e-04 -8.422322e-03 -1.134047e-02 -8.317645e-03  4.971003e-03
 1.115666e-03  1.406216e-04 -2.074915e-03  8.922781e-05 -1.714204e-04 -2.226542e-03  7.472096e-04  8.953122e-04  9.885744e-04  2.423094e-03
 9.282947e-03 -1.656113e-04  1.476697e-03  9.372274e-04  2.358298e-03  1.734951e-02  1.026806e-02 -3.253734e-04  2.361514e-03 -2.146584e-03
 7.770469e-03 -8.355967e-03  3.028428e-03  5.064800e-03  5.751247e-04 -6.291106e-03  1.763454e-03 -1.106373e-02  6.257991e-03 -5.433313e-04
-1.198417e-03  4.199728e-04 -3.482271e-04 -1.016065e-04 -9.082861e-03 -1.812739e-04 -1.022517e-02 -8.947074e-03 -9.859583e-03 -6.308487e-03
-2.115289e-05 -3.395806e-04 -4.712551e-03 -2.394317e-04 -6.078864e-05  3.072458e-04 -1.690509e-05  4.048843e-04 -7.822396e-07  5.795357e-05
-3.180876e-05  1.179756e-05  8.152027e-04  1.852566e-04  4.934443e-05  2.716392e-05 -5.847738e-04 -1.016148e-05 -3.462312e-04 -3.601512e-05
 4.253565e-04 -2.997224e-04 -5.641054e-04 -1.455966e-07  1.368334e-04  7.172581e-05 
  MODE      37
-1.816700e-02 -1.968480e-03 -6.363487e-04  6.238533e-03  6.326358e-03 -6.208833e-03  4.915609e-02 -4.184443e-03 -1.028112e-01  9.457076e-04
 3.071527e-02 -2.541987e-02  8.690907e-03  1.752696e-02 -2.806725e-03  1.323939e-02 -7.413520e-03 -4.342044e-04  3.093504e-01 -1.824340e-01
-1.114472e-03  6.340135e-03 -6.232042e-02 -1.316728e-01  7.615616e-03 -3.452848e-04 -6.417317e-04  1.591679e-01 -2.466023e-02  1.118910e-01
 2.775087e-02 -3.617232e-02  1.525933e-02  2.200421e-02 -9.961902e-02  5.289176e-03  1.000000e+00  3.293154e-01  6.664571e-02  5.508590e-02
 3.917803e-02  4.775675e-02  2.715279e-02 -3.676742e-01  1.059035e-02 -1.510808e-02  2.511071e-02  1.117475e-02 -8.459470e-03 -3.304887e-02
-4.966741e-02  1.030518e-01 -1.648157e-03 -3.102657e-03 -8.978109e-03 -7.617171e-02 -1.890653e-01 -1.365024e-01 -4.776010e-03  1.004367e-02
 1.852162e-02  3.241626e-06  1.634349e-03 -6.136788e-04  8.512420e-03  5.678635e-04  4.352202e-02 -2.726513e-04  3.244183e-02  8.929019e-02
-6.528157e-03 -1.372206e-02  2.086072e-02  4.062660e-03 -7.757726e-05  7.057407e-04 -1.304292e-04 -5.198849e-05  3.492968e-04 -2.021300e-03
-1.500789e-03  5.353830e-03 -2.112884e-03  1.471645e-03 -2.064462e-03 -1.008161e-03  4.114236e-03  1.830576e-03 -1.459170e-02  8.852399e-03
 1.959691e-03  2.438272e-04 -4.508881e-03  3.049204e-04 -2.976507e-04  2.250708e-03  1.310772e-03  1.429478e-03  1.733725e-03 -3.488323e-04
 1.146134e-02 -2.864251e-04  2.590442e-03  1.639672e-03 -5.809311e-03  3.044917e-02  1.670622e-02 -5.762691e-04  3.906971e-03 -3.767188e-03
 1.074749e-02  6.302298e-03  5.303198e-03 -6.819942e-04  1.010378e-03  2.675352e-03 -3.242901e-03 -1.941395e-02  1.146912e-02 -9.543627e-04
-2.102502e-03 -9.916089e-03 -2.247302e-03 -1.782882e-04  9.467933e-03 -3.197914e-04 -1.291911e-03  2.848013e-03 -1.726970e-02 -1.163994e-02
-3.662252e-05 -5.935995e-04  2.696452e-03 -4.156626e-04 -1.077383e-04  3.338350e-04 -2.950892e-05  1.902125e-04 -1.478906e-06 -2.788620e-05
-5.588126e-05  2.071604e-05  3.524428e-04  3.269693e-04  1.539517e-04  4.761949e-05 -1.406670e-04 -1.014388e-05  1.377389e-04 -6.284661e-05
 7.496129e-04 -5.648933e-04 -3.266166e-04 -9.602977e-07  2.586391e-04 -1.216899e-03 
  MODE      38
 3.444929e-02  3.950900e-03  1.224284e-03 -1.200848e-02 -1.241705e-02  1.225480e-02 -9.698770e-02  8.349581e-03  1.976581e-01 -1.532886e-03
-6.030645e-02  4.216678e-02 -1.212023e-02 -3.439603e-02  8.852239e-04 -2.562838e-02  1.456600e-02  7.802601e-04 -6.022213e-01  3.517436e-01
 4.904923e-03 -1.243237e-02  1.092367e-01  2.410723e-01 -1.491632e-02  4.096484e-03  1.799405e-03 -3.595465e-01  1.993712e-02 -2.100914e-01
-4.445051e-02  6.950202e-02 -3.000118e-02  3.766767e-02  1.955338e-01 -1.148447e-02 -1.060727e-01  3.576007e-01 -1.321013e-01 -1.073563e-01
-7.699431e-02 -5.094685e-02 -5.328372e-02  8.142977e-01 -4.949087e-03  3.057850e-02 -4.934308e-02 -2.952494e-02  1.548663e-03  6.490945e-02
 9.824732e-02 -2.030993e-01  3.094836e-03  6.009661e-03  2.131833e-02  1.550605e-01  3.803427e-01  2.716563e-01 -8.566032e-04 -1.974598e-02
-9.390642e-03 -3.231543e-06 -3.040935e-03  1.152113e-03 -1.673649e-02 -1.088087e-03 -7.588626e-02  4.987247e-04 -6.336371e-02 -1.754593e-01
 1.283018e-02  1.442574e-02 -3.499657e-02 -5.866877e-03  1.200290e-04 -1.212764e-03  2.530176e-04  9.445966e-05 -6.886961e-04 -2.554377e-04
 2.893412e-03 -1.047286e-02  4.146411e-03  3.213219e-04  6.297980e-04  1.981051e-03  2.973269e-03 -1.133968e-04  2.866219e-02 -1.544358e-02
-3.849046e-03 -4.914183e-04  3.575040e-04  3.168730e-04  6.031526e-04 -7.589433e-04 -2.580441e-03  3.718466e-04 -3.414927e-03 -2.491116e-03
-1.856515e-03  5.746147e-04 -5.086756e-03 -3.221545e-03  1.246803e-02 -5.977871e-02 -2.808389e-02  1.141920e-03 -4.372638e-03  7.393077e-03
-4.386628e-03 -4.539598e-04 -1.042678e-02 -2.429287e-03 -1.989230e-03 -5.451665e-04 -1.753225e-03  3.813128e-02 -1.906768e-02  1.874233e-03
 4.134455e-03 -4.469256e-04 -5.670873e-04  3.456404e-04 -1.050443e-03  6.215769e-04  1.271468e-03  5.334767e-04  3.409241e-02  1.966640e-02
 7.096079e-05  1.168773e-03  2.472529e-05  8.196983e-04  1.903913e-04 -4.025444e-05  5.558050e-05  5.696325e-05  2.990960e-06  1.458877e-06
 1.089999e-04 -4.026833e-05 -7.180608e-05 -6.411642e-04 -2.890359e-04 -9.031848e-05 -1.299053e-04  2.132776e-05  1.873926e-06  1.211178e-04
-1.437874e-03  8.017956e-04 -1.851124e-04  1.634601e-06  3.253641e-05 -1.331533e-04 
  MODE      39
 5.455818e-03  1.703709e-03 -3.817557e-04 -1.514565e-03 -3.069334e-03 -1.563365e-02 -1.143668e-02 -2.439003e-02  2.835424e-02 -2.899479e-02
-1.495725e-02  1.813436e-02 -5.233456e-03 -8.307219e-03  3.858252e-04  3.478657e-02  3.253020e-03  1.094483e-01 -8.240607e-02  5.239092e-02
 2.417782e-03 -2.824579e-03  3.498820e-03  5.957021e-02 -3.230279e-03 -1.809412e-04 -9.250570e-04 -3.041762e-02  7.765453e-03 -2.505703e-02
-7.333304e-03 -1.361404e-01 -7.104441e-03  1.724319e-02  4.650316e-02  2.177095e-02 -4.933129e-02 -1.109888e-01  8.868199e-01 -4.266529e-02
-1.809483e-02 -2.343195e-02 -1.267235e-02  8.647838e-02 -1.582818e-03  7.064108e-02 -1.194892e-02 -1.318718e-02  6.781344e-04  1.532763e-02
-1.572648e-02 -5.207562e-02  1.941638e-02 -2.936600e-02  2.342848e-03  1.834425e-02  2.535767e-02  1.178336e-01 -6.039071e-04 -4.707503e-03
-4.364898e-03  2.080447e-03 -5.945216e-04 -4.379326e-02 -4.072362e-03  3.739271e-02 -1.184100e-02  3.462962e-03 -4.088621e-02 -2.362905e-02
 3.095572e-03  6.793386e-03 -5.766384e-03 -1.054764e-03 -1.064760e-04 -2.442822e-04  3.158006e-03 -4.361332e-03 -1.708753e-04 -1.135324e-04
 2.028334e-03 -1.954584e-03  1.005805e-03  1.448513e-04  2.971132e-04  4.784630e-04  1.313591e-03 -3.523919e-05  6.677004e-03 -7.148616e-03
-9.617150e-04 -9.782002e-05  1.906545e-04  1.368185e-04  1.508146e-04 -3.456062e-04 -6.246146e-04  1.628659e-04 -8.283802e-04 -1.130551e-03
-8.880457e-04  2.007612e-04 -1.216272e-03 -7.588618e-04  5.693510e-03 -1.372189e-02 -1.364462e-02  3.458789e-04 -1.999551e-03  1.759235e-03
-1.928228e-03 -1.121751e-04 -2.591447e-03 -1.069832e-03 -5.222867e-04 -2.559778e-04 -8.618844e-04  8.754058e-03 -9.150274e-03  3.854946e-04
 1.091501e-03 -2.291894e-04 -2.840037e-04  7.734582e-05 -4.349575e-04  1.455018e-04  5.466223e-04  2.512565e-04  7.525903e-03  9.004959e-03
 2.812390e-05  2.977290e-04  2.878935e-05  2.108113e-04  4.210373e-05 -1.563138e-05  2.146151e-05  1.678054e-05  3.939736e-07  9.398562e-07
 3.159157e-05 -1.093514e-05 -3.192234e-05 -1.447267e-04 -1.468002e-04 -3.525411e-05 -4.346421e-05  7.829409e-06  1.177088e-07  4.080310e-05
-3.804710e-04  3.478919e-04 -5.400293e-05  2.469547e-06  9.282374e-06 -3.744407e-05 
  MODE      40
-1.272735e-02 -3.922516e-03  6.771523e-05  3.876322e-03  7.248848e-03  5.150087e-02  2.702126e-02  5.748510e-02 -6.632441e-02  4.402629e-02
 3.483812e-02 -4.202924e-02  1.211507e-02  1.922530e-02 -8.750164e-04 -8.577110e-02 -7.594801e-03 -2.080383e-01  1.941812e-01 -1.222503e-01
-5.598630e-03  6.545427e-03  5.420801e-02 -1.926927e-01  7.240231e-03  1.437179e-03  4.937065e-04  7.111078e-02 -1.783336e-02  6.006880e-02
 1.650107e-02  2.420030e-01  1.635995e-02 -3.982689e-02 -1.088884e-01  1.560233e-01  1.120675e-01  2.729191e-01  3.831024e-01  8.000216e-01
 4.214352e-02  5.384735e-02  2.918565e-02 -1.997730e-01  2.387282e-03 -2.781793e-01  2.813990e-02  3.058142e-02 -1.661192e-03 -3.575011e-02
 3.243130e-02  1.188413e-01 -5.533700e-02  3.445742e-02 -5.491281e-03 -4.283928e-02 -7.311422e-02 -2.484166e-01  1.411499e-03  1.097219e-02
 1.007050e-02 -2.243062e-03  1.188487e-03  4.979120e-02  9.383104e-03 -5.324951e-02  2.762687e-02 -2.048632e-03  9.253788e-02  5.585065e-02
-7.173729e-03 -1.571444e-02  1.347697e-02  2.459903e-03  5.779148e-04  5.418492e-04 -5.249045e-03  4.415196e-03  3.965723e-04  2.507832e-04
-5.111492e-03  4.582233e-03 -2.323360e-03 -3.333798e-04 -6.814655e-04 -1.107355e-03 -3.040976e-03  9.149127e-05 -1.564609e-02  1.656311e-02
 2.187052e-03  2.482369e-04 -4.527953e-04 -3.234779e-04 -3.466080e-04  7.851503e-04  1.464531e-03 -3.687887e-04  1.921778e-03  2.590179e-03
 2.060439e-03 -4.201269e-04  2.759899e-03  1.733808e-03 -1.314437e-02  3.212096e-02  3.162455e-02 -7.422917e-04  4.608395e-03 -4.129512e-03
 4.437635e-03  3.018690e-04  5.921678e-03  2.499321e-03  1.220284e-03  5.857371e-04  1.978868e-03 -2.046985e-02  2.116155e-02 -9.118085e-04
-2.447867e-03  4.973107e-04  6.400731e-04 -1.526634e-04  1.015886e-03 -3.450518e-04 -1.271236e-03 -5.872644e-04 -1.765372e-02 -2.087647e-02
-8.330991e-05 -6.575519e-04 -6.491946e-05 -4.927405e-04 -1.078232e-04  3.783695e-05 -5.833381e-05 -4.463567e-05 -4.506560e-07 -2.208116e-06
-7.868784e-05  2.838741e-05  7.508834e-05  3.397511e-04  3.403440e-04  9.569521e-05  1.108845e-04 -2.358547e-05 -1.937862e-06 -1.062978e-04
 9.308906e-04 -8.349231e-04  1.429931e-04 -2.968981e-06 -2.240941e-05  1.008489e-04 
  MODE      41
-5.232085e-05 -2.921504e-05 -5.751663e-06  2.316853e-05 -3.663702e-04  2.604401e-04  5.507490e-05  2.435439e-04 -1.634702e-04  2.044430e-04
 2.609849e-05 -3.117880e-04  1.127641e-05 -2.705714e-03 -7.522238e-06 -7.612798e-04 -1.933519e-04 -1.433018e-03  6.491325e-04 -3.994673e-04
-4.334788e-05 -2.569908e-03  7.482871e-04 -1.057154e-03  1.519657e-02 -6.548788e-06  3.211087e-06  3.648754e-04 -1.300623e-04  2.857120e-04
 5.560253e-05  3.007938e-03 -2.810080e-03 -3.310561e-04  2.184881e-02  1.029002e-03  8.166043e-04  8.708940e-04  1.654146e-03 -2.161476e-03
-1.000000e+00  1.471755e-04 -5.206705e-02 -7.650887e-04  1.805272e-05 -1.757806e-04 -2.372212e-02  2.451186e-04 -6.528578e-06 -4.578845e-02
 5.231861e-04  6.875792e-04 -5.059328e-05  2.178488e-04 -1.926891e-05 -1.695920e-04  1.717107e-04 -1.667472e-03  1.664850e-05  1.300122e-02
 7.364322e-05 -1.651139e-05  3.270148e-06  1.524888e-04  2.235374e-03 -1.579555e-04  9.792788e-05  8.285561e-05  6.791935e-04  1.165825e-04
-4.596499e-03 -1.198812e-04  5.233068e-05  9.366418e-06  8.548978e-06  4.280660e-07  3.436258e-05  1.048952e-05 -1.547202e-03  3.008475e-06
-2.775687e-05  1.425444e-05  3.961289e-03 -3.062326e-06 -5.520870e-06  2.460723e-03 -2.216492e-05 -4.639113e-07  1.956076e-04  1.225084e-04
-1.347383e-02 -5.874981e-03 -9.090743e-07 -1.133418e-06 -7.416000e-05  5.764012e-06 -1.646508e-03 -4.637779e-06 -3.670524e-03  2.278744e-05
 1.296770e-05  4.812803e-03 -9.810886e-03  1.678188e-02 -1.143682e-04 -1.424633e-04  2.396258e-04 -6.903686e-03  3.229615e-05  3.037173e-04
 3.191607e-05  3.125029e-07 -1.049080e-02  2.862669e-05 -1.331560e-02  3.099514e-06  1.622407e-05 -1.295975e-03  1.605427e-04  6.473900e-03
-8.224214e-03  4.657196e-06  6.164134e-06 -4.138859e-03  7.645373e-06  9.923393e-03 -1.058676e-05 -3.122012e-06  2.611344e-04 -1.351178e-04
 1.125942e-02  2.852434e-03 -1.876023e-06  1.044659e-03 -1.063116e-03 -1.168179e-06 -1.646990e-03 -5.291501e-07 -3.002530e-05 -5.444918e-08
-8.142152e-04  7.034668e-04  6.614234e-07 -3.150041e-05  3.176215e-06  2.425364e-03  8.010756e-07 -1.400759e-04  1.188795e-06  1.391342e-03
-2.808792e-05 -8.499925e-06  8.645537e-07  9.418099e-05 -2.066571e-07  6.415196e-07 
  MODE      42
 8.617391e-04  3.008690e-04  5.595068e-05 -3.441046e-04 -3.010551e-04  2.884208e-04 -2.557421e-03  1.745072e-04  5.085518e-03 -9.196932e-05
-1.441638e-03  2.777866e-03 -3.677896e-04 -8.277032e-04  4.000756e-04 -6.945321e-04  3.517190e-04  1.495556e-05 -1.485786e-02  8.707867e-03
 3.439532e-04 -3.009813e-04  2.851899e-03  6.466542e-03 -3.655737e-04 -7.729771e-05  1.167310e-04 -7.425413e-03  2.546387e-02 -5.222525e-03
-1.241451e-03  1.987533e-03 -7.088965e-04  3.981355e-03  4.728214e-03 -1.263964e-04  1.361122e-02 -1.574213e-02 -3.507336e-03 -3.279014e-03
-1.583616e-03 -1.000000e+00 -1.243044e-03  1.708954e-02 -2.702120e-02  9.278221e-04 -1.131073e-03  4.272686e-03 -4.479099e-02  1.568184e-03
 2.297948e-03 -4.886808e-03  3.488356e-05  1.907608e-04  4.128679e-04  3.587325e-03  8.898579e-03  6.579392e-03 -6.170694e-03 -4.680273e-04
 3.671573e-03  1.184889e-05 -6.900649e-05  4.391659e-05 -3.964358e-04 -3.305467e-05 -2.045989e-03  1.219358e-05 -1.593299e-03 -4.221395e-03
 3.005278e-04  8.483668e-03 -1.186909e-03 -1.962486e-04 -2.541217e-05 -1.789526e-05  2.515000e-05  9.469228e-07 -2.060757e-05 -2.683152e-03
 8.241980e-05 -2.608455e-04  9.943894e-05  1.059762e-03 -4.103172e-03  4.720759e-05  8.707497e-03 -1.155341e-03  6.821303e-04 -5.768830e-04
-9.583538e-05 -6.717706e-06 -1.048798e-02 -2.497718e-04  9.890208e-06 -1.973979e-03 -6.301529e-05  2.940855e-03 -7.892159e-05  1.855182e-04
 1.725235e-02  1.617276e-05 -1.207851e-04 -6.046217e-05  2.505052e-02 -1.439726e-03  3.539032e-03  3.676530e-05  4.556426e-04  1.755201e-04
 3.724126e-03  5.811221e-03 -2.485148e-04  2.408813e-03 -4.731860e-05  2.520066e-03 -6.673243e-03  9.114339e-04 -5.584410e-04  4.682257e-05
 9.986108e-05 -1.575121e-02 -8.127961e-03  9.141737e-06  7.844397e-04  1.644152e-05 -8.583373e-03 -1.827953e-03  8.010086e-04  7.133064e-04
 1.941523e-06  2.798310e-05  3.536890e-04  1.812143e-05  5.337400e-06 -2.153909e-03  1.239930e-06  8.609899e-04  6.215506e-08 -8.352874e-06
 3.460481e-06 -1.484672e-06  4.168023e-04 -1.550438e-05 -1.419405e-05 -2.278652e-06 -1.385029e-03  1.336735e-06  4.319005e-05  2.636553e-06
-3.675782e-05  4.645839e-05 -1.767299e-03 -1.090447e-06  4.991896e-04 -1.968097e-03 
  MODE      43
-7.417067e-05 -1.239305e-05 -2.590117e-06  4.402741e-05 -8.877056e-05 -9.272966e-05  1.905147e-04 -6.722086e-05 -3.838540e-04 -4.766843e-05
-5.410182e-04 -1.211485e-04  4.197542e-06  6.157187e-04 -1.004736e-06  3.999118e-05  3.676531e-03 -7.648915e-05  1.267669e-03 -7.609660e-04
-1.669741e-05  1.037116e-02 -1.114328e-04 -5.229083e-04  1.240150e-03  5.176882e-05 -3.149745e-05  8.518444e-04 -4.963244e-05  4.192513e-04
 1.858703e-04  3.087992e-04  1.431151e-02 -1.327798e-04  1.577744e-02  1.545004e-04  3.114048e-04  1.236867e-03  2.619067e-04 -9.315119e-05
 4.765839e-02  1.330961e-04 -9.952880e-01 -1.398471e-03 -1.250131e-05 -7.804521e-05 -1.631063e-02  1.690688e-04 -1.422023e-05 -9.972220e-03
-7.470682e-05  4.296945e-04  1.347323e-05  7.798628e-06 -6.004370e-05 -3.061999e-04 -6.054554e-04 -6.849230e-04 -2.751636e-06 -2.799701e-03
